book_name,book_image,author,page,short_description,programming_language,concept,tool,ratings,user_id
SAP HANA Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/7/6/7623en_sap20hana20cookbook.jpg,By Chandrasekhar Mankala,284,Your all-inclusive guide to understanding SAP HANA with practical recipes with over 50 recipes,C,Database Administration,SAP Hana,4,128
Learning Embedded Linux Using the Yocto Project,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/7/3/7395os.jpg,By Alexandru Vaduva,334,Develop powerful embedded Linux systems with the Yocto Project components,C,Embedded Systems,Yocto Project,4,151
Linux: Embedded Development,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/c/0/c06108_low_0.jpg,By Alexandru Vaduva,989,Leverage the power of Linux to develop captivating and powerful embedded Linux projects,C,Embedded Systems,Yocto Project,3,7
Angular Test-Driven Development - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781786465474.png,By Md. Ziaul Haq,252,Enhance your testing skills to build powerful and fault-free applications in Angular v4,JavaScript,Application Testing,Angular,5,286
AngularJS Testing Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/3/7/3742os.jpg,By Simon Bailey,180,Eliminate volatile code by taking control and understanding how to test AngularJS applications,JavaScript,Application Testing,Angular,4,172
Backbone.js Testing,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/5/2/5248os.jpg,By Ryan Roemer,168,"If you dread the business of testing JavaScript and Backbone.js web applications, this book is your ...",JavaScript,Application Testing,Backbone.js,4,308
Getting Started with Grunt: The JavaScript Task Runner,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/0/6/0628os_getting20started.jpg,By Jaime Pillora,132,If you know JavaScript you ought to know Grunt – the Task Runner for managing sophisticated web appl...,JavaScript,Application Testing,Grunt,3,190
Jasmine JavaScript Testing - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/0/2041os.jpg,By Paulo Ragonha,134,Test your JavaScript applications efficiently using Jasmine and React.js,JavaScript,Application Testing,Jasmine,4,82
Jasmine Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/7/1/7166os.jpg,By Munish Sethi,276,Over 35 recipes to design and develop Jasmine tests to produce world-class JavaScript applications,JavaScript,Application Testing,Jasmine,4,308
Creating Dynamic UI with Android Fragments,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781783283095.png,By Jim Wilson,122,"Make your Android apps a superior, silky-smooth experience for the end-user with this comprehensive ...",Java,Android Development,Android Fragments,4,59
Android Studio 3.5 Development Essentials - Kotlin Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781951442002-original_63.png,By Neil Smyth,812,Learn how Kotlin reduces the code verbosity and simplifies Android application development,Java,Android Development,Android SDK,5,64
Android Studio 3.5 Development Essentials - Java Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781951442019-original_154.jpeg,By Neil Smyth,778,The essential guide for developing high-end Android applications in Java,Java,Android Development,Android SDK,3,145
Android Studio Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781785286186.png,By Mike van Drongelen,232,"Design, test, and debug your apps using Android Studio",Java,Android Development,Android Studio,3,220
Mastering Android Studio 3,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b05429_0.png,By Kyle Mew,220,Unleash the power of Android Studio 3 to develop mobile applications faster and efficiently.,Java,Android Development,Android Studio,4,21
Android Wearable Programming,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b04574_mockupcover_normal_0.jpg,By Steven F. Daniel,224,Expand on your Android development capabilities by building applications for Android Wear,Java,Android Development,Android Studio,4,285
CakePHP Application Development,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/1/8/1847193897.jpg,By Ahsanul Bari,332,Step-by-step introduction to rapid web development using the open-source MVC CakePHP framework,PHP,Application Development,CakePHP,4,207
FuelPHP Application Development Blueprints,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/5/4/5401os_b00876_fuelphp20application20development20blueprints.jpg,By Sébastien Drouyer,284,Supercharge your projects by designing and implementing web applications with FuelPHP,PHP,Application Development,FuelPHP,5,198
Laravel Application Development Blueprints,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/1/2111os_1.jpg,By Arda Kılıçdağı,260,For intermediate to advanced PHP programmers this is the perfect volume for mastering Laverel. It st...,PHP,Application Development,Laravel,5,220
Yii Application Development Cookbook - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/3/1/3107os.jpg,By Alexander Makarov,408,This book is the perfect way to add the capabilities of Yii to your PHP5 development skills. Dealing...,PHP,Application Development,Yii,4,210
Zend Framework 2 Application Development,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/1/2100os_cov.jpg,By Christopher Valles,298,PHP developers can create more powerful applications using the flexibility of Zend Framework 2. This...,PHP,Application Development,Zend Framework,1,181
The Applied AI and Natural Language Processing Workshop,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781800208742-original_137.png,By Krishna Sankar,384,"With the help of engaging activities, learn how to leverage Amazon Web Services for building serverl...",Python,Artificial Intelligence,AWS,3,158
IBM Watson Projects,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781789343717-20copy.png,By James D. Miller,340,Incorporate intelligence to your data-driven business insights and high accuracy business solutions,Python,Artificial Intelligence,IBM Watson,4,143
The Applied Artificial Intelligence Workshop,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781800205819-original_113.jpeg,By Anthony So,420,"With knowledge and information shared by experts, take your first steps towards creating scalable AI...",Python,Artificial Intelligence,Jupyter,3,75
Hands-On Intelligent Agents with OpenAI Gym,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b09513.png,By Praveen Palanisamy,254,"Implement intelligent agents using PyTorch to solve classic AI problems, play console games like Ata...",Python,Artificial Intelligence,OpenAI Gym,5,199
The Artificial Intelligence Infrastructure Workshop,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781800209848-original_281.jpeg,By Chinmay Arankalle,732,Explore how a data storage system works – from data ingestion to representation,Python,Artificial Intelligence,PySpark,2,223
Artificial Intelligence for IoT Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781838981983-original_32.png,By Michael Roshak,260,Implement machine learning and deep learning techniques to perform predictive analytics on real-time...,Python,Artificial Intelligence,Raspberry Pi,5,297
Intel Galileo Networking Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/1/1/1198os_intel20galileo20networking20cookbook.jpg,By Marco Schwartz,174,Over 50 recipes that will help you use the Intel Galileo board to build exciting network-connected p...,C#,Networking,Galileo,4,276
Oracle Database XE 11gR2 Jump Start Guide,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/6/7/6747en20_cov_0.jpg,By Asif Momen,146,"Build and manage your Oracle Database 11g XE environment with this fast paced, practical guide with ...",Java,Database Programming,Oracle Database,3,299
Oracle 11g Streams Implementer's Guide,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9706_mockupcover_0.jpg,By Ann L. R. McKinnell,352,"Design, implement, and maintain a distributed environment with Oracle Streams using this book and eB...",Java,Database Programming,Oracle Database,2,293
EJB 3.0 Database Persistence with Oracle Fusion Middleware 11g: LITE,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/3/7/3760_ejb203.020database20persistence20with20oracle20fusion20middleware2011glite.jpg,By Deepak Vohra,100,Build EJB 3.0 database persistent models with both Oracle JDeveloper and Enterprise Pack for Eclipse...,Java,Database Programming,Oracle Fusion Middleware,3,301
Oracle SOA Suite 11g Developer's Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/3/8/3883en_cov.jpg,By Antony Reynolds,346,Over 65 high-level recipes for extending your Oracle SOA applications and enhancing your skills with...,Java,Database Programming,Oracle SOA Suite,1,1
Getting Started with OrientDB,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/9/9956os_getting20started20with20orientdb_0.jpg,By Claudio Tesoriero,138,Become an expert in OrientDB through our easy to follow tutorial written by a Certified Developer. T...,Java,Database Programming,OrientDB,5,164
Elasticsearch 7.0 Cookbook - Fourth Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/m/o/mockupb12959.png,By Alberto Paro,724,"Search, analyze, and manage data effectively with Elasticsearch 7",Java,Enterprise Search,Elasticsearch,1,96
Advanced Elasticsearch 7.0,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781789957754-original_29.png,By Wai Tak Wong,560,Master the intricacies of Elasticsearch 7.0 and use it to create flexible and scalable search soluti...,Java,Enterprise Search,Elasticsearch,5,291
ElasticSearch Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/6/6/6627os.jpg,By Alberto Paro,422,As a user of ElasticSearch in your web applications you’ll already know what a powerful technology i...,Java,Enterprise Search,Elasticsearch,5,7
ElasticSearch Cookbook - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/3/5/3523_4836os_elasticsearch20cookbook20second20edition_cov_0.jpg,By Alberto Paro,472,"Over 130 advanced recipes to search, analyze, deploy, manage, and monitor data effectively with Elas...",Java,Enterprise Search,Elasticsearch,1,233
Elasticsearch Essentials,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/1/0/1010os_3461_elasticsearch20essentials.jpg,By Bharvi Dixit,240,Harness the power of ElasticSearch to build and manage scalable search and analytics solutions with ...,Java,Enterprise Search,Elasticsearch,3,6
Elasticsearch Server - Third Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b04900_cov.jpg,By Rafał Kuć,556,"Leverage Elasticsearch to create a robust, fast, and flexible search solution with ease",Java,Enterprise Search,Elasticsearch,4,202
ElasticSearch Server,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/8/4/8444os.jpg,By Rafał Kuć,318,"Whether you’re experienced in search servers or a newcomer, this book empowers you to get to grips w...",Java,Enterprise Search,Elasticsearch,4,214
Mastering Elasticsearch 5.x - Third Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b05747.png,By Bharvi Dixit,428,Master the intricacies of Elasticsearch 5 and use it to create flexible and scalable search solution...,Java,Enterprise Search,Elasticsearch,4,184
Elasticsearch for Hadoop,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/8/9/8999os.jpg,By Vishal Shukla,222,Integrate Elasticsearch into Hadoop to effectively visualize and analyze your data,Java,Enterprise Search,Elasticsearch,4,277
Mastering Elasticsearch - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/3/7/3792os_b03521_mastering20elasticsearch2c20second20edition.jpg,By Rafał Kuć,434,"Further your knowledge of the Elasticsearch server by learning more about its internals, querying, a...",Java,Enterprise Search,Elasticsearch,3,194
Elasticsearch Server: Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/0/5/0529os_elasticsearch20server20second20edition.jpg,By Rafał Kuć,428,"From creating your own index structure through to cluster monitoring and troubleshooting, this is th...",Java,Enterprise Search,Elasticsearch,5,95
Hibernate Search by Example,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/2/9205os.jpg,By Steve Perkins,148,Explore the Hibernate Search system and use its extraordinary search features in your own applicatio...,Java,Enterprise Search,Hibernate Search,1,25
Lucene 4 Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/2/2285os_b01890.jpg,By Edwood Ng,220,Over 70 hands-on recipes to quickly and effectively integrate Lucene into your search application,Java,Enterprise Search,Lucene,5,6
Mastering Apache Solr 7.x,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781788837385cov20-20copy.png,By Sandeep Nair,308,Accelerate your enterprise search engine and bring relevancy in your search analytics,Java,Enterprise Search,Solr,4,38
Solr Cookbook - Third Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781783553150.png,By Rafał Kuć,356,Solve real-time problems related to Apache Solr 4.x and 5.0 effectively with the help of over 100 ea...,Java,Enterprise Search,Solr,4,313
